REF_DATE;GEO;DGUID;Custodial admissions;Age group;UOM;UOM_ID;SCALAR_FACTOR;SCALAR_ID;VECTOR;COORDINATE;VALUE;STATUS;SYMBOL;TERMINATED;DECIMALS
2005/2006;Newfoundland and Labrador;2016A000210;Remand;50 years and over;Number;223;units;0;v80748598;2.3.9;44;;;;0
2005/2006;Newfoundland and Labrador;2016A000210;Remand;Age unknown;Number;223;units;0;v80748599;2.3.10;0;;;;0
2005/2006;Newfoundland and Labrador;2016A000210;Remand;Median age on admission;Years;308;units;0;v80748600;2.3.11;30;;;;0
2005/2006;Newfoundland and Labrador;2016A000210;Other custodial statuses;Total, custodial admissions by age group;Number;223;units;0;v80748601;2.4.1;101;;;;0
2005/2006;Newfoundland and Labrador;2016A000210;Other custodial statuses;18 to 19 years;Number;223;units;0;v80748602;2.4.2;4;;;;0
2005/2006;Newfoundland and Labrador;2016A000210;Other custodial statuses;20 to 24 years;Number;223;units;0;v80748603;2.4.3;38;;;;0
2005/2006;Newfoundland and Labrador;2016A000210;Other custodial statuses;25 to 29 years;Number;223;units;0;v80748604;2.4.4;28;;;;0
2005/2006;Newfoundland and Labrador;2016A000210;Other custodial statuses;30 to 34 years;Number;223;units;0;v80748605;2.4.5;8;;;;0
2005/2006;Newfoundland and Labrador;2016A000210;Other custodial statuses;35 to 39 years;Number;223;units;0;v80748606;2.4.6;7;;;;0
2005/2006;Newfoundland and Labrador;2016A000210;Other custodial statuses;40 to 44 years;Number;223;units;0;v80748607;2.4.7;6;;;;0
2005/2006;Newfoundland and Labrador;2016A000210;Other custodial statuses;45 to 49 years;Number;223;units;0;v80748608;2.4.8;5;;;;0
2005/2006;Newfoundland and Labrador;2016A000210;Other custodial statuses;50 years and over;Number;223;units;0;v80748609;2.4.9;5;;;;0
2005/2006;Newfoundland and Labrador;2016A000210;Other custodial statuses;Age unknown;Number;223;units;0;v80748610;2.4.10;0;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Total, custodial admissions;Total, custodial admissions by age group;Number;223;units;0;v80748568;2.1.1;1647;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Total, custodial admissions;18 to 19 years;Number;223;units;0;v80748569;2.1.2;122;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Total, custodial admissions;20 to 24 years;Number;223;units;0;v80748570;2.1.3;374;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Total, custodial admissions;25 to 29 years;Number;223;units;0;v80748571;2.1.4;287;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Total, custodial admissions;30 to 34 years;Number;223;units;0;v80748572;2.1.5;172;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Total, custodial admissions;35 to 39 years;Number;223;units;0;v80748573;2.1.6;206;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Total, custodial admissions;40 to 44 years;Number;223;units;0;v80748574;2.1.7;184;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Total, custodial admissions;45 to 49 years;Number;223;units;0;v80748575;2.1.8;145;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Total, custodial admissions;50 years and over;Number;223;units;0;v80748576;2.1.9;157;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Total, custodial admissions;Age unknown;Number;223;units;0;v80748577;2.1.10;0;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Sentenced;Total, custodial admissions by age group;Number;223;units;0;v80748579;2.2.1;1025;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Sentenced;18 to 19 years;Number;223;units;0;v80748580;2.2.2;71;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Sentenced;20 to 24 years;Number;223;units;0;v80748581;2.2.3;213;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Sentenced;25 to 29 years;Number;223;units;0;v80748582;2.2.4;159;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Sentenced;30 to 34 years;Number;223;units;0;v80748583;2.2.5;112;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Sentenced;35 to 39 years;Number;223;units;0;v80748584;2.2.6;128;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Sentenced;40 to 44 years;Number;223;units;0;v80748585;2.2.7;114;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Sentenced;45 to 49 years;Number;223;units;0;v80748586;2.2.8;108;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Sentenced;50 years and over;Number;223;units;0;v80748587;2.2.9;120;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Sentenced;Age unknown;Number;223;units;0;v80748588;2.2.10;0;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Sentenced;Median age on admission;Years;308;units;0;v80748589;2.2.11;31;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Remand;Total, custodial admissions by age group;Number;223;units;0;v80748590;2.3.1;504;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Remand;18 to 19 years;Number;223;units;0;v80748591;2.3.2;49;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Remand;20 to 24 years;Number;223;units;0;v80748592;2.3.3;126;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Remand;25 to 29 years;Number;223;units;0;v80748593;2.3.4;94;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Remand;30 to 34 years;Number;223;units;0;v80748594;2.3.5;46;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Remand;35 to 39 years;Number;223;units;0;v80748595;2.3.6;66;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Remand;40 to 44 years;Number;223;units;0;v80748596;2.3.7;57;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Remand;45 to 49 years;Number;223;units;0;v80748597;2.3.8;32;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Remand;50 years and over;Number;223;units;0;v80748598;2.3.9;34;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Remand;Age unknown;Number;223;units;0;v80748599;2.3.10;0;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Remand;Median age on admission;Years;308;units;0;v80748600;2.3.11;29;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Other custodial statuses;Total, custodial admissions by age group;Number;223;units;0;v80748601;2.4.1;118;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Other custodial statuses;18 to 19 years;Number;223;units;0;v80748602;2.4.2;2;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Other custodial statuses;20 to 24 years;Number;223;units;0;v80748603;2.4.3;35;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Other custodial statuses;25 to 29 years;Number;223;units;0;v80748604;2.4.4;34;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Other custodial statuses;30 to 34 years;Number;223;units;0;v80748605;2.4.5;14;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Other custodial statuses;35 to 39 years;Number;223;units;0;v80748606;2.4.6;12;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Other custodial statuses;40 to 44 years;Number;223;units;0;v80748607;2.4.7;13;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Other custodial statuses;45 to 49 years;Number;223;units;0;v80748608;2.4.8;5;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Other custodial statuses;50 years and over;Number;223;units;0;v80748609;2.4.9;3;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Other custodial statuses;Age unknown;Number;223;units;0;v80748610;2.4.10;0;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Total, custodial admissions;Total, custodial admissions by age group;Number;223;units;0;v80748568;2.1.1;1677;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Total, custodial admissions;18 to 19 years;Number;223;units;0;v80748569;2.1.2;129;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Total, custodial admissions;20 to 24 years;Number;223;units;0;v80748570;2.1.3;372;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Total, custodial admissions;25 to 29 years;Number;223;units;0;v80748571;2.1.4;264;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Total, custodial admissions;30 to 34 years;Number;223;units;0;v80748572;2.1.5;215;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Total, custodial admissions;35 to 39 years;Number;223;units;0;v80748573;2.1.6;206;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Total, custodial admissions;40 to 44 years;Number;223;units;0;v80748574;2.1.7;167;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Total, custodial admissions;45 to 49 years;Number;223;units;0;v80748575;2.1.8;146;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Total, custodial admissions;50 years and over;Number;223;units;0;v80748576;2.1.9;178;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Total, custodial admissions;Age unknown;Number;223;units;0;v80748577;2.1.10;0;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Sentenced;Total, custodial admissions by age group;Number;223;units;0;v80748579;2.2.1;1009;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Sentenced;18 to 19 years;Number;223;units;0;v80748580;2.2.2;72;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Sentenced;20 to 24 years;Number;223;units;0;v80748581;2.2.3;202;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Sentenced;25 to 29 years;Number;223;units;0;v80748582;2.2.4;149;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Sentenced;30 to 34 years;Number;223;units;0;v80748583;2.2.5;135;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Sentenced;35 to 39 years;Number;223;units;0;v80748584;2.2.6;126;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Sentenced;40 to 44 years;Number;223;units;0;v80748585;2.2.7;105;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Sentenced;45 to 49 years;Number;223;units;0;v80748586;2.2.8;96;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Sentenced;50 years and over;Number;223;units;0;v80748587;2.2.9;124;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Sentenced;Age unknown;Number;223;units;0;v80748588;2.2.10;0;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Sentenced;Median age on admission;Years;308;units;0;v80748589;2.2.11;31;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Remand;Total, custodial admissions by age group;Number;223;units;0;v80748590;2.3.1;549;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Remand;18 to 19 years;Number;223;units;0;v80748591;2.3.2;57;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Remand;20 to 24 years;Number;223;units;0;v80748592;2.3.3;141;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Remand;25 to 29 years;Number;223;units;0;v80748593;2.3.4;92;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Remand;30 to 34 years;Number;223;units;0;v80748594;2.3.5;53;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Remand;35 to 39 years;Number;223;units;0;v80748595;2.3.6;70;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Remand;40 to 44 years;Number;223;units;0;v80748596;2.3.7;50;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Remand;45 to 49 years;Number;223;units;0;v80748597;2.3.8;41;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Remand;50 years and over;Number;223;units;0;v80748598;2.3.9;45;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Remand;Age unknown;Number;223;units;0;v80748599;2.3.10;0;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Remand;Median age on admission;Years;308;units;0;v80748600;2.3.11;29;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Other custodial statuses;Total, custodial admissions by age group;Number;223;units;0;v80748601;2.4.1;119;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Other custodial statuses;18 to 19 years;Number;223;units;0;v80748602;2.4.2;0;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Other custodial statuses;20 to 24 years;Number;223;units;0;v80748603;2.4.3;29;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Other custodial statuses;25 to 29 years;Number;223;units;0;v80748604;2.4.4;23;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Other custodial statuses;30 to 34 years;Number;223;units;0;v80748605;2.4.5;27;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Other custodial statuses;35 to 39 years;Number;223;units;0;v80748606;2.4.6;10;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Other custodial statuses;40 to 44 years;Number;223;units;0;v80748607;2.4.7;12;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Other custodial statuses;45 to 49 years;Number;223;units;0;v80748608;2.4.8;9;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Other custodial statuses;50 years and over;Number;223;units;0;v80748609;2.4.9;9;;;;0
2007/2008;Newfoundland and Labrador;2016A000210;Other custodial statuses;Age unknown;Number;223;units;0;v80748610;2.4.10;0;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Total, custodial admissions;Total, custodial admissions by age group;Number;223;units;0;v80748568;2.1.1;1655;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Total, custodial admissions;18 to 19 years;Number;223;units;0;v80748569;2.1.2;124;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Total, custodial admissions;20 to 24 years;Number;223;units;0;v80748570;2.1.3;349;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Total, custodial admissions;25 to 29 years;Number;223;units;0;v80748571;2.1.4;322;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Total, custodial admissions;30 to 34 years;Number;223;units;0;v80748572;2.1.5;224;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Total, custodial admissions;35 to 39 years;Number;223;units;0;v80748573;2.1.6;199;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Total, custodial admissions;40 to 44 years;Number;223;units;0;v80748574;2.1.7;148;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Total, custodial admissions;45 to 49 years;Number;223;units;0;v80748575;2.1.8;148;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Total, custodial admissions;50 years and over;Number;223;units;0;v80748576;2.1.9;141;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Total, custodial admissions;Age unknown;Number;223;units;0;v80748577;2.1.10;0;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Sentenced;Total, custodial admissions by age group;Number;223;units;0;v80748579;2.2.1;1015;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Sentenced;18 to 19 years;Number;223;units;0;v80748580;2.2.2;64;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Sentenced;20 to 24 years;Number;223;units;0;v80748581;2.2.3;203;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Sentenced;25 to 29 years;Number;223;units;0;v80748582;2.2.4;183;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Sentenced;30 to 34 years;Number;223;units;0;v80748583;2.2.5;133;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Sentenced;35 to 39 years;Number;223;units;0;v80748584;2.2.6;126;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Sentenced;40 to 44 years;Number;223;units;0;v80748585;2.2.7;93;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Sentenced;45 to 49 years;Number;223;units;0;v80748586;2.2.8;107;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Sentenced;50 years and over;Number;223;units;0;v80748587;2.2.9;106;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Sentenced;Age unknown;Number;223;units;0;v80748588;2.2.10;0;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Sentenced;Median age on admission;Years;308;units;0;v80748589;2.2.11;31;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Remand;Total, custodial admissions by age group;Number;223;units;0;v80748590;2.3.1;539;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Remand;18 to 19 years;Number;223;units;0;v80748591;2.3.2;59;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Remand;20 to 24 years;Number;223;units;0;v80748592;2.3.3;127;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Remand;25 to 29 years;Number;223;units;0;v80748593;2.3.4;112;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Remand;30 to 34 years;Number;223;units;0;v80748594;2.3.5;71;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Remand;35 to 39 years;Number;223;units;0;v80748595;2.3.6;56;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Remand;40 to 44 years;Number;223;units;0;v80748596;2.3.7;47;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Remand;45 to 49 years;Number;223;units;0;v80748597;2.3.8;36;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Remand;50 years and over;Number;223;units;0;v80748598;2.3.9;31;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Remand;Age unknown;Number;223;units;0;v80748599;2.3.10;0;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Remand;Median age on admission;Years;308;units;0;v80748600;2.3.11;28;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Other custodial statuses;Total, custodial admissions by age group;Number;223;units;0;v80748601;2.4.1;101;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Other custodial statuses;18 to 19 years;Number;223;units;0;v80748602;2.4.2;1;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Other custodial statuses;20 to 24 years;Number;223;units;0;v80748603;2.4.3;19;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Other custodial statuses;25 to 29 years;Number;223;units;0;v80748604;2.4.4;27;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Other custodial statuses;30 to 34 years;Number;223;units;0;v80748605;2.4.5;20;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Other custodial statuses;35 to 39 years;Number;223;units;0;v80748606;2.4.6;17;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Other custodial statuses;40 to 44 years;Number;223;units;0;v80748607;2.4.7;8;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Other custodial statuses;45 to 49 years;Number;223;units;0;v80748608;2.4.8;5;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Other custodial statuses;50 years and over;Number;223;units;0;v80748609;2.4.9;4;;;;0
2008/2009;Newfoundland and Labrador;2016A000210;Other custodial statuses;Age unknown;Number;223;units;0;v80748610;2.4.10;0;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Total, custodial admissions;Total, custodial admissions by age group;Number;223;units;0;v80748568;2.1.1;1978;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Total, custodial admissions;18 to 19 years;Number;223;units;0;v80748569;2.1.2;140;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Total, custodial admissions;20 to 24 years;Number;223;units;0;v80748570;2.1.3;415;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Total, custodial admissions;25 to 29 years;Number;223;units;0;v80748571;2.1.4;366;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Total, custodial admissions;30 to 34 years;Number;223;units;0;v80748572;2.1.5;253;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Total, custodial admissions;35 to 39 years;Number;223;units;0;v80748573;2.1.6;224;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Total, custodial admissions;40 to 44 years;Number;223;units;0;v80748574;2.1.7;210;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Total, custodial admissions;45 to 49 years;Number;223;units;0;v80748575;2.1.8;171;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Total, custodial admissions;50 years and over;Number;223;units;0;v80748576;2.1.9;199;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Total, custodial admissions;Age unknown;Number;223;units;0;v80748577;2.1.10;0;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Sentenced;Total, custodial admissions by age group;Number;223;units;0;v80748579;2.2.1;1154;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Sentenced;18 to 19 years;Number;223;units;0;v80748580;2.2.2;71;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Sentenced;20 to 24 years;Number;223;units;0;v80748581;2.2.3;217;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Sentenced;25 to 29 years;Number;223;units;0;v80748582;2.2.4;203;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Sentenced;30 to 34 years;Number;223;units;0;v80748583;2.2.5;146;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Sentenced;35 to 39 years;Number;223;units;0;v80748584;2.2.6;137;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Sentenced;40 to 44 years;Number;223;units;0;v80748585;2.2.7;127;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Sentenced;45 to 49 years;Number;223;units;0;v80748586;2.2.8;110;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Sentenced;50 years and over;Number;223;units;0;v80748587;2.2.9;143;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Sentenced;Age unknown;Number;223;units;0;v80748588;2.2.10;0;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Sentenced;Median age on admission;Years;308;units;0;v80748589;2.2.11;32;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Remand;Total, custodial admissions by age group;Number;223;units;0;v80748590;2.3.1;698;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Remand;18 to 19 years;Number;223;units;0;v80748591;2.3.2;63;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Remand;20 to 24 years;Number;223;units;0;v80748592;2.3.3;180;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Remand;25 to 29 years;Number;223;units;0;v80748593;2.3.4;123;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Remand;30 to 34 years;Number;223;units;0;v80748594;2.3.5;78;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Remand;35 to 39 years;Number;223;units;0;v80748595;2.3.6;76;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Remand;40 to 44 years;Number;223;units;0;v80748596;2.3.7;68;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Remand;45 to 49 years;Number;223;units;0;v80748597;2.3.8;55;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Remand;50 years and over;Number;223;units;0;v80748598;2.3.9;55;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Remand;Age unknown;Number;223;units;0;v80748599;2.3.10;0;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Remand;Median age on admission;Years;308;units;0;v80748600;2.3.11;29;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Other custodial statuses;Total, custodial admissions by age group;Number;223;units;0;v80748601;2.4.1;126;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Other custodial statuses;18 to 19 years;Number;223;units;0;v80748602;2.4.2;6;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Other custodial statuses;20 to 24 years;Number;223;units;0;v80748603;2.4.3;18;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Other custodial statuses;25 to 29 years;Number;223;units;0;v80748604;2.4.4;40;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Other custodial statuses;30 to 34 years;Number;223;units;0;v80748605;2.4.5;29;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Other custodial statuses;35 to 39 years;Number;223;units;0;v80748606;2.4.6;11;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Other custodial statuses;40 to 44 years;Number;223;units;0;v80748607;2.4.7;15;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Other custodial statuses;45 to 49 years;Number;223;units;0;v80748608;2.4.8;6;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Other custodial statuses;50 years and over;Number;223;units;0;v80748609;2.4.9;1;;;;0
2009/2010;Newfoundland and Labrador;2016A000210;Other custodial statuses;Age unknown;Number;223;units;0;v80748610;2.4.10;0;;;;0
2010/2011;Newfoundland and Labrador;2016A000210;Total, custodial admissions;Total, custodial admissions by age group;Number;223;units;0;v80748568;2.1.1;2030;;;;0
2010/2011;Newfoundland and Labrador;2016A000210;Total, custodial admissions;18 to 19 years;Number;223;units;0;v80748569;2.1.2;128;;;;0
2010/2011;Newfoundland and Labrador;2016A000210;Total, custodial admissions;20 to 24 years;Number;223;units;0;v80748570;2.1.3;404;;;;0
2010/2011;Newfoundland and Labrador;2016A000210;Total, custodial admissions;25 to 29 years;Number;223;units;0;v80748571;2.1.4;402;;;;0
2010/2011;Newfoundland and Labrador;2016A000210;Total, custodial admissions;30 to 34 years;Number;223;units;0;v80748572;2.1.5;287;;;;0
2010/2011;Newfoundland and Labrador;2016A000210;Total, custodial admissions;35 to 39 years;Number;223;units;0;v80748573;2.1.6;237;;;;0
2010/2011;Newfoundland and Labrador;2016A000210;Total, custodial admissions;40 to 44 years;Number;223;units;0;v80748574;2.1.7;187;;;;0
2010/2011;Newfoundland and Labrador;2016A000210;Total, custodial admissions;45 to 49 years;Number;223;units;0;v80748575;2.1.8;148;;;;0
2010/2011;Newfoundland and Labrador;2016A000210;Total, custodial admissions;50 years and over;Number;223;units;0;v80748576;2.1.9;236;;;;0
2010/2011;Newfoundland and Labrador;2016A000210;Total, custodial admissions;Age unknown;Number;223;units;0;v80748577;2.1.10;1;;;;0
2010/2011;Newfoundland and Labrador;2016A000210;Sentenced;Total, custodial admissions by age group;Number;223;units;0;v80748579;2.2.1;1253;;;;0
2010/2011;Newfoundland and Labrador;2016A000210;Sentenced;18 to 19 years;Number;223;units;0;v80748580;2.2.2;70;;;;0
2010/2011;Newfoundland and Labrador;2016A000210;Sentenced;20 to 24 years;Number;223;units;0;v80748581;2.2.3;235;;;;0
2010/2011;Newfoundland and Labrador;2016A000210;Sentenced;25 to 29 years;Number;223;units;0;v80748582;2.2.4;235;;;;0
2010/2011;Newfoundland and Labrador;2016A000210;Sentenced;30 to 34 years;Number;223;units;0;v80748583;2.2.5;161;;;;0
2010/2011;Newfoundland and Labrador;2016A000210;Sentenced;35 to 39 years;Number;223;units;0;v80748584;2.2.6;145;;;;0
2010/2011;Newfoundland and Labrador;2016A000210;Sentenced;40 to 44 years;Number;223;units;0;v80748585;2.2.7;134;;;;0
2010/2011;Newfoundland and Labrador;2016A000210;Sentenced;45 to 49 years;Number;223;units;0;v80748586;2.2.8;105;;;;0
2010/2011;Newfoundland and Labrador;2016A000210;Sentenced;50 years and over;Number;223;units;0;v80748587;2.2.9;167;;;;0
2010/2011;Newfoundland and Labrador;2016A000210;Sentenced;Age unknown;Number;223;units;0;v80748588;2.2.10;1;;;;0
2010/2011;Newfoundland and Labrador;2016A000210;Sentenced;Median age on admission;Years;308;units;0;v80748589;2.2.11;32;;;;0
2010/2011;Newfoundland and Labrador;2016A000210;Remand;Total, custodial admissions by age group;Number;223;units;0;v80748590;2.3.1;676;;;;0
2010/2011;Newfoundland and Labrador;2016A000210;Remand;18 to 19 years;Number;223;units;0;v80748591;2.3.2;56;;;;0
2010/2011;Newfoundland and Labrador;2016A000210;Remand;20 to 24 years;Number;223;units;0;v80748592;2.3.3;150;;;;0
2010/2011;Newfoundland and Labrador;2016A000210;Remand;25 to 29 years;Number;223;units;0;v80748593;2.3.4;145;;;;0
2010/2011;Newfoundland and Labrador;2016A000210;Remand;30 to 34 years;Number;223;units;0;v80748594;2.3.5;106;;;;0
2010/2011;Newfoundland and Labrador;2016A000210;Remand;35 to 39 years;Number;223;units;0;v80748595;2.3.6;79;;;;0
2010/2011;Newfoundland and Labrador;2016A000210;Remand;40 to 44 years;Number;223;units;0;v80748596;2.3.7;44;;;;0
