FID;nom_servic;no_cvq;rue;ville;cp;en_caserne;Y;X
512;Service de securité incendie Terrebonne; ;Rue Pascal-Gagnon;Terrebonne;J6X4J2;0;-73.6746474055982;45.729712190413
513;Service de securité incendie Mascouche; ;Rue Dupras;Mascouche;J7K1T3;0;-73.6036226685907;45.7473999165603
514;Service de securité incendie Laval; ;35e Avenue;Laval;H7R3P4;0;-73.8732908389347;45.5505932897874
515;Service de securité incendie Laval; ;Boulevard Curé-Labelle (Chomedey);Laval;H7V2T4;0;-73.7405698839037;45.53774565722
516;Service de securité incendie Laval; ;Rue Duranleau;Laval;H7B1C5;0;-73.6255622427402;45.6815738039569
517;Service de securité incendie Laval; ;Boulevard des Laurentides (Auteuil);Laval;H7H1N5;0;-73.7546998903151;45.6361592092064
518;Service de securité incendie Laval; ;Boulevard du Souvenir;Laval;H7V4B4;0;-73.7368285831261;45.5549552746163
519;Service de securité incendie Laval; ;Boulevard des Laurentides (Vimont);Laval;H7M2P3;0;-73.7202537488453;45.5956162283879
520;Service de securité incendie Laval; ;Boulevard de la Concorde Est;Laval;H7E5A5;0;-73.6544895012894;45.602193876475
521;Service de securité incendie Laval; ;Boulevard des Laurentides (Pont-Viau);Laval;H7G2S9;0;-73.6798814834727;45.5604756471505
522;Service de securité incendie Laval; ;Boulevard de l'Hôtel-de-Ville;Laval;H7X1C8;0;-73.8155678322397;45.530364393222
523;Service de securité incendie Montréal;13665;Boulevard de Pierrefonds;Montréal;H9A2Z4;0;-73.8483286564834;45.4955127939387
524;Service de securité incendie Montréal;3615;Rue Hochelaga;Montréal;H1W1H9;0;-73.5514662522692;45.5474318973715
525;Service de securité incendie Montréal;7040;Rue Saint-Dominique;Montréal;H2S3B7;0;-73.6157497241402;45.5342914608116
526;Service de securité incendie Montréal;1444;Rue Saint-Mathieu;Montréal;H3H2H9;0;-73.5804026528342;45.4942249637863
527;Service de securité incendie Montréal;904;Rue Saint-Urbain;Montréal;H2Z1K4;0;-73.5588526943679;45.5058455227873
528;Service de securité incendie Montréal;12140;Boulevard de la Rivière-des-Prairies;Montréal;H1C1R4;0;-73.5637131065608;45.6525437722566
529;Service de securité incendie Montréal;5555;Chemin de la Côte-Saint-Luc;Montréal;H3X2C9;0;-73.6285848481405;45.4789826663267
530;Service de securité incendie Montréal;300;Beaurepaire Drive;Beaconsfield;H9W3C1;0;-73.8702553741334;45.4288776303951
531;Service de securité incendie Montréal;910;Boulevard René-Lévesque Est;Montréal;H2L2L5;0;-73.5550519314345;45.5156292031237
532;Service de securité incendie Montréal;300;Rue Surrey;Baie-D'Urfé;H9X2E7;0;-73.9112402384654;45.4197792276483
533;Service de securité incendie Montréal;75;Rue Ontario Est;Montréal;H2X1G9;0;-73.566977153577;45.5124194259465
534;Service de securité incendie Montréal;8639;Avenue Pierre-De Coubertin;Montréal;H1L2E7;0;-73.5226860652247;45.601350321919
535;Service de securité incendie Montréal;1041;Rue Rachel Est;Montréal;H2J2J5;0;-73.5748863904808;45.5258226698084
536;Service de securité incendie Montréal;523;Place Saint-Henri;Montréal;H4C2S1;0;-73.5851219503865;45.4776951421232
537;Service de securité incendie Montréal;8100;Boulevard Saint-Michel;Montréal;H1Z3E2;0;-73.61030613725;45.5636858122003
538;Service de securité incendie Montréal;2111;Rue Saint-Zotique Est;Montréal;H2G1J6;0;-73.5981079955151;45.5474639740618
539;Service de securité incendie Montréal;3250;Rue Sainte-Catherine Est;Montréal;H1W2C6;0;-73.5402804839655;45.5398868109882
540;Service de securité incendie Montréal;256;Rue Young;Montréal;H3C2G2;0;-73.5600057524308;45.493467476336
541;Service de securité incendie Montréal;5375;1e Avenue (Montréal);Montréal;H1Y2Z8;0;-73.5758214540119;45.5452045179323
542;Service de securité incendie Montréal;6490;30e Avenue (Montréal);Montréal;H1T3G4;0;-73.5755175769079;45.5668817249248
543;Service de securité incendie Montréal;6025;Boulevard Lavoisier;Montréal;H1P2Y9;0;-73.6006856759002;45.5967272260943
544;Service de securité incendie Montréal;7650;Boulevard de Châteauneuf;Montréal;H1K4H3;0;-73.5587100131477;45.6039870105308
545;Service de securité incendie Montréal;4240;Rue de Charleroi;Montréal;H1H1T3;0;-73.6360795637903;45.593001237833
546;Service de securité incendie Montréal;12012;Boulevard Rolland;Montréal;H1G3W1;0;-73.6223508701097;45.6158184029915
547;Service de securité incendie Montréal;8216;Boulevard Maurice-Duplessis;Montréal;H1E2Y5;0;-73.5858938304882;45.6335788850801
548;Service de securité incendie Montréal;10;Avenue Roosevelt;Mont-Royal;H3R1Z4;0;-73.6400813443664;45.5139821056593
549;Service de securité incendie Montréal;114;Avenue Westminster Nord;Montréal-Ouest;H4X1Z4;0;-73.6481076788253;45.4537181003037
550;Service de securité incendie Montréal;1255;Rue de la Sucrerie;Montréal;H3K3K7;0;-73.5595103461366;45.4832775794837
551;Service de securité incendie Montréal;19;Rue Stanton;Westmount;H3Y3B1;0;-73.598672491523;45.4864269028169
552;Service de securité incendie Montréal;5455;Rue Antonio-Dagenais;Montréal;H1S2X3;0;-73.5856678161187;45.5828820973783
553;Service de securité incendie Montréal;550;Boulevard des Anciens-Combattants;Sainte-Anne-de-Bellevue;H9X3W1;0;-73.9504514667008;45.4177145440914
554;Service de securité incendie Montréal;230;Boulevard Chevremont;Montréal;H9C2L1;0;-73.8764063570361;45.4933804872352
555;Service de securité incendie Montréal; ;Boulevard LaSalle;Montréal;H4G2A8;0;-73.5626696741312;45.4598529122493
556;Service de securité incendie Montréal; ;Avenue Dollard;Montréal;H8N2P2;0;-73.626514706095;45.4258395191782
557;Service de securité incendie Montréal; ;Rue Remembrance;Montréal;H8S1X9;0;-73.6899239198255;45.4370629391829
558;Service de securité incendie Montréal; ;Boulevard Saint-Jean;Pointe-Claire;H9R3J2;0;-73.8173315496926;45.4484507639387
559;Service de securité incendie Montréal; ;Avenue Avro;Dorval;H9P2X8;0;-73.7865819855085;45.4742494425656
560;Service de securité incendie Montréal; ;Avenue Laurier Ouest;Montréal;H2T2N2;0;-73.5932905943783;45.5229834998551
561;Service de securité incendie Montréal; ;Chemin de la Côte-Saint-Antoine;Montréal;H4A1P9;0;-73.6143798752043;45.4755513935415
562;Service de securité incendie Montréal; ;Avenue Champagneur;Montréal;H3N2K1;0;-73.6266760741617;45.5276489085666
563;Service de securité incendie Montréal; ;Avenue Saint-Just;Montréal;H2V1X8;0;-73.6076472695587;45.5177575923617
564;Service de securité incendie Montréal; ;Avenue Van Horne;Montréal;H3W1J9;0;-73.6416010243757;45.489927231716
565;Service de securité incendie Montréal; ;Chemin du Bois-Franc;Montréal;H4S1A9;0;-73.7438756359258;45.4934979884047
566;Service de securité incendie Montréal; ;Boulevard Poirier;Montréal;H4R2E6;0;-73.7079014940402;45.5081882158468
567;Service de securité incendie Montréal; ;Rue Saint-Charles (Saint-Laurent);Montréal;H4R1B5;0;-73.7257617137492;45.5134577601255
568;Service de securité incendie Montréal; ;Rue Saint-Germain (Saint-Laurent);Montréal;H4L3R7;0;-73.6775883299852;45.5128846500029
569;Service de securité incendie Montréal; ;Rue du Centre-Commercial;Montréal;H8Y2N9;0;-73.8062333159538;45.5096350262936
570;Service de securité incendie Montréal; ;Boulevard Bouchard;Dorval;H9S1B2;0;-73.7348637456888;45.4465656898177
571;Service de securité incendie Montréal; ;Boulevard Monk;Montréal;H4E3H6;0;-73.5954454678182;45.4577519197472
572;Service de securité incendie Montréal; ;Boulevard de Pierrefonds;Montréal;H9A1A6;0;-73.8498283301594;45.4938704866519
573;Service de securité incendie Montréal; ;Rue Chabanel Ouest;Montréal;H2N1E6;0;-73.6509133586111;45.5440498221383
574;Service de securité incendie Montréal; ;Avenue Cumberland;Montréal;H4B2L4;0;-73.6385325677719;45.4670029192825
575;Service de securité incendie Montréal; ;Avenue De Lorimier;Montréal;H2K4N9;0;-73.5579902521752;45.5279472104481
576;Service de securité incendie Montréal; ;Rue De Salaberry;Montréal;H4J1H1;0;-73.7037797617362;45.5345192685173
577;Service de securité incendie Montréal; ;Rue Drummond;Montréal;H3G1V7;0;-73.5731015288547;45.4977752199609
578;Service de securité incendie Montréal; ;Avenue du Mont-Royal Est;Montréal;H2H1K2;0;-73.5719678949518;45.5360737350333
579;Service de securité incendie Montréal; ;Rue Fleury Est;Montréal;H2B1H8;0;-73.6530441491521;45.5694493010458
580;Service de securité incendie Montréal; ;Avenue Gatineau;Montréal;H3T1X2;0;-73.6219609717073;45.4975628324478
581;Service de securité incendie Montréal; ;Rue Hochelaga;Montréal;H1V1G3;0;-73.5410530560044;45.5630122826107
582;Service de securité incendie Montréal; ;Rue Jarry Est;Montréal;H2P1W3;0;-73.6266305990319;45.5463609300717
583;Service de securité incendie Montréal; ;Rue Monsabré;Montréal;H1N2L1;0;-73.5432638427005;45.5725856228267
584;Service de securité incendie Montréal; ;Rue Lajeunesse;Montréal;H3L2E7;0;-73.6704614745881;45.5559876601958
585;Service de securité incendie Montréal; ;Rue Sunnydale;Montréal;H9B1E2;0;-73.8068272910483;45.4940333059059
586;Service de securité incendie Montréal; ;Chemin du Tour-de-l'Isle;Montréal;H3C0K7;0;-73.5346870498886;45.5190154517026
587;Service de securité incendie Montréal;11371;Rue Notre-Dame;Montréal-Est;H1B2W5;0;-73.4962565322125;45.6315138152238
588;Service de securité incendie Montréal;14201;Rue Sherbrooke Est;Montréal;H1A1C7;0;-73.5051949101899;45.6721507016732
589;Service de securité incendie Montréal;11371;Rue Notre-Dame;Montréal-Est;H1B2W5;0;-73.4962565322125;45.6315138152238
590;Service de securité incendie Montréal; ;Rue Sherbrooke Est;Montréal;H1A1E2;0;-73.4931450869304;45.6969855511097
591;Service de securité incendie Saint-Philippe/Saint-Mathieu;2700;Route Édouard-VII;Saint-Philippe;J0L2K0;0;-73.4756369429983;45.3546200452514
592;Service de securité incendie La Prairie;600;Boulevard Taschereau;La Prairie;J5R1V1;0;-73.494150266243;45.4118537184401
593;Service de securité incendie Candiac;90;Boulevard Montcalm Nord;Candiac;J5R3L8;0;-73.5189875997567;45.3936151131502
594;Service de securité incendie Candiac;60;Rue Principale Sud;Delson;J5B1Z6;0;-73.5396468904792;45.3774993563951
595;Service de securité incendie Mercier; ;Rue Gaétan;Mercier;J6R1K7;0;-73.7431744486047;45.3123505084553
596;Service de securité incendie Châteauguay;20;Boulevard D'Anjou;Châteauguay;J6K1B7;0;-73.7420809665077;45.3611600628424
597;Service de sécurité incendie Léry;1;Rue de l'Hôtel-de-Ville;Léry;J6N1E8;0;-73.8062574079313;45.344798662919
598;Service de securité incendie Saint-Bernard-de-Lacolle;139;Rang Saint-André;Saint-Bernard-de-Lacolle;J0J1V0;0;-73.4339137875714;45.074989791579
599;Service de securité incendie Hemmingford;576;Route 202 Est;Hemmingford;J0L1H0;0;-73.5787112743005;45.0450681589557
600;Service de securité incendie Saint-Patrice-de-Sherrington;297;Rue Saint-Patrice;Saint-Patrice-de-Sherrington;J0L2N0;0;-73.5298022217357;45.159971689796
601;Service de securité incendie Napierville;260;Rue Saint-Nicolas;Napierville;J0J1L0;0;-73.4048710640464;45.1951130458203
602;Service de securité incendie Napierville; ;Rue Principale;Saint-Blaise-sur-Richelieu;J0J1W0;0;-73.2852911804265;45.2105246154738
603;Service de securité incendie Saint-Édouard;405;Montée Lussier;Saint-Édouard;J0L1Y0;0;-73.5117963892607;45.2401938669368
604;Service de securité incendie Saint-Michel;380;Rue Blais;Saint-Michel;J0L2J0;0;-73.5694517983281;45.2344860352047
605;Service de securité incendie Franklin;1570;Route 202;Franklin;J0S1E0;0;-73.9289574711519;45.0285136099035
606;Service de securité incendie Saint-Chrysostome;8;Rue Saint-Léon;Saint-Chrysostome;J0S1R0;0;-73.7609585869639;45.1067652843406
607;Service de securité incendie Howick;31;Rue Lambton;Howick;J0S1G0;0;-73.8476404385085;45.1849818570169
608;Service de securité incendie Ormstown;8;Rue Gale;Ormstown;J0S1K0;0;-73.9971817127395;45.1274574074455
609;Service de securité incendie Hinchinbrooke;2430;Route 202 Est;Hinchinbrooke;J0S1A0;0;-74.0084393780985;45.0223522334389
610;Service de securité incendie Hinchinbrooke;2884;Chemin de la 3e-Concession;Hinchinbrooke;J0S1A0;0;-74.1786163373428;45.0366137138698
611;Service de securité incendie Huntingdon;16;Rue Prince;Huntingdon;J0S1H0;0;-74.1749644202183;45.0867382500182
612;Service de securité incendie Godmanchester;2282;Chemin Ridge;Godmanchester;J0S1H0;0;-74.1904950828726;45.0912201157848
613;Service de securité incendie Sainte-Barbe;44;Avenue de la Caserne;Sainte-Barbe;J0S1P0;0;-74.1958816873051;45.1647423258281
614;Service de securité incendie Saint-Anicet;335;Avenue Jules-Léger;Saint-Anicet;J0S1M0;0;-74.3604969334319;45.1392513678236
615;Service de securité incendie Saint-Urbain-Premier; ;Rue de l'École;Saint-Urbain-Premier;J0S1Y0;0;-73.7377243362684;45.2208687088834
616;Service de securité incendie Sainte-Martine; ;Rue des Copains;Sainte-Martine;J0S1V0;0;-73.7976574954687;45.2488102030915
617;Service de securité incendie Beauharnois; ;Chemin de la Beauce;Beauharnois;J6N2N5;0;-73.8617846005381;45.308090726472
618;Service de securité incendie Saint-Étienne-de-Beauharnois; ;Chemin Saint-Louis;Saint-Étienne-de-Beauharnois;J0S1S0;0;-73.9216172007494;45.2417716293905
619;Service de securité incendie Saint-Louis-de-Gonzague; ;Rue Principale;Saint-Louis-de-Gonzague;J0S1T0;0;-74.0070674620352;45.2122391647039
620;Service de securité incendie Salaberry-de-Valleyfield;5005;Boulevard Hébert;Salaberry-de-Valleyfield;J6S6C2;0;-74.0520952727501;45.2878225297719
621;Service de securité incendie Salaberry-de-Valleyfield;736;Boulevard du Havre;Salaberry-de-Valleyfield;J6S1W1;0;-74.113395685136;45.2641574843858
622;Service de securité incendie Rivière-Beaudette; ;Chemin de la Frontière;Rivière-Beaudette;J0P1R0;0;-74.3332666234851;45.2077036879902
623;Service de securité incendie Saint-Télesphore; ;Route 340;Saint-Télesphore;J0P1Y0;0;-74.3885736045838;45.2938892031882
624;Service de securité incendie Saint-Polycarpe; ;Rue Sainte-Catherine;Saint-Polycarpe;J0P1X0;0;-74.3048224796715;45.3019970820103
625;Service de securité incendie Coteau-du-Lac; ;Route 338;Coteau-du-Lac;J0P1B0;0;-74.1789842241869;45.2957229631006
626;Service de securité incendie Coteau-du-Lac; ;Rue Duckett;Les Coteaux;J7X1L5;0;-74.2304451021488;45.2770362405969
627;Service de securité incendie Coteau-du-Lac; ;Route 338;Les Coteaux;J7X1A2;0;-74.2038447772733;45.260720733846
628;Service de securité incendie Saint-Clet; ;Rue du Moulin;Saint-Clet;J0P1S0;0;-74.2204795268682;45.3512370363475
629;Service de securité incendie Les Cèdres; ;Rue Saint-Pierre;Les Cèdres;J7T1W1;0;-74.0532044322716;45.3048788609212
630;Service de securité incendie Les Cèdres; ;Chemin Saint-Féréol;Les Cèdres;J7T1N4;0;-74.0912622045606;45.3459293235227
631;Service de securité incendie Pointe-des-Cascades; ;Chemin du Fleuve;Pointe-des-Cascades;J0P1M0;0;-73.9671680378869;45.3305866660768
632;Service de securité incendie L'Île-Perrot; ;Boulevard Perrot;L'Île-Perrot;J7V3G1;0;-73.9548409406739;45.3933453338672
633;Service de securité incendie Pincourt; ;Boulevard Cardinal-Léger;Pincourt;J7W6W9;0;-73.985302106286;45.36182543862
634;Service de securité incendie Terrasse-Vaudreuil; ;7e Avenue;Terrasse-Vaudreuil;J7V3M9;0;-73.9869070872641;45.3911901430497
635;Service de securité incendie Vaudreuil-Dorion; ;Route De Lotbinière;Vaudreuil-Dorion;J7V2T6;0;-74.0126386173644;45.3795862881571
636;Service de securité incendie Vaudreuil-Dorion; ;Rue Forbes;Vaudreuil-Dorion;J7V0R1;0;-74.0473611448005;45.3998313877135
637;Service de securité incendie Vaudreuil-Dorion; ;Rue Séguin;Vaudreuil-Dorion;J7V0K2;0;-74.2029812889166;45.4547830075824
638;Service de securité incendie Hudson; ;Rue Main;Hudson;J0P1H0;0;-74.1454401903492;45.4605543335161
639;Service de securité incendie Saint-Lazare; ;Avenue Bédard;Saint-Lazare;J7T2G5;0;-74.1386436980845;45.4082687515656
640;Service de securité incendie Sainte-Marthe; ;Rue Principale;Sainte-Marthe;J0P1W0;0;-74.296018198012;45.4053546221828
641;Service de securité incendie Sainte-Justine-de-Newton; ;Rue Principale;Sainte-Justine-de-Newton;J0P1T0;0;-74.4038807266128;45.3732788996604
642;Service de securité incendie Rigaud; ;Rue Jules-A.-Desjardins;Rigaud;J0P1P0;0;-74.3119285530913;45.4857263682515
643;Service de securité incendie Saint-Eustache; ;25e Avenue;Saint-Eustache;J7P4Z8;0;-73.8778436083896;45.5778371936245
644;Service de securité incendie Saint-Eustache; ;Boulevard Industriel;Saint-Eustache;J7R5B8;0;-73.9171495959621;45.5712444418228
645;Service de securité incendie Deux-Montagnes/Sainte-Marthe-sur-le-Lac; ;8e Avenue;Deux-Montagnes;J7R3K3;0;-73.8934080844825;45.541857721958
646;Service de securité incendie Deux-Montagnes/Sainte-Marthe-sur-le-Lac; ;Boulevard des Promenades;Sainte-Marthe-sur-le-Lac;J0N1P0;0;-73.9312520820461;45.5320168494715
647;Service de securité incendie Pointe-Calumet; ;Montée de la Baie;Pointe-Calumet;J0N1G2;0;-73.9693872843264;45.4977064532491
648;Service de securité incendie Saint-Joseph-du-Lac; ;Chemin Principal;Saint-Joseph-du-Lac;J0N1M0;0;-74.0078265447684;45.5350390658393
649;Service de securité incendie Oka; ;Rue des Cèdres;Oka;J0N1E0;0;-74.0873171635541;45.4627952275054
650;Service de securité incendie Saint-Placide; ;Rue Sauvé;Saint-Placide;J0V2B0;0;-74.2085899268127;45.5275925847815
651;Service de securité incendie Boisbriand; ;Boulevard de la Grande-Allée;Boisbriand;J7H1H5;0;-73.8556750830254;45.6265336664692
652;Service de securité incendie Sainte-Thérèse; ;Boulevard Ducharme;Sainte-Thérèse;J7E2E9;0;-73.8429168099453;45.6465855916837
653;Service de securité incendie Blainville;428;Chemin de la Grande-Côte;Rosemère;J7A1L1;0;-73.7864273555996;45.6401897224871
654;Service de securité incendie Blainville;310;Chemin du Bas-de-Sainte-Thérèse;Blainville;J7E4H4;0;-73.8043724499712;45.6519486157746
655;Service de securité incendie Blainville; ;Rue de la Mairie;Blainville;J7C4K4;0;-73.862993630454;45.6732653740776
656;Service de securité incendie Bois-des-Filion; ;37e Avenue;Bois-des-Filion;J6Z2H9;0;-73.7570932796481;45.6668053668195
657;Service de securité incendie Sainte-Anne-des-Plaines; ;5e Avenue;Sainte-Anne-des-Plaines;J0N1H0;0;-73.8043021094465;45.7612809533485
658;Service de securité incendie Mirabel; ;Rue Saint-Jacques;Mirabel;J7N2A3;0;-73.9830805815612;45.6335213386329
659;Service de securité incendie Mirabel; ;Rue Sainte-Madeleine;Mirabel;J7N2P3;0;-74.0954950542907;45.5714909463895
660;Service de securité incendie Mirabel; ;Boulevard de Saint-Canut;Mirabel;J7N1K5;0;-74.0813683612161;45.7205105041479
661;Service de securité incendie Mirabel; ;Chemin Charles-Léonard;Mirabel;J7N2Y8;0;-74.1936884692838;45.6051003051964
662;Service de securité incendie Mirabel; ;Boulevard du Curé-Labelle;Mirabel;J7J1L4;0;-73.9333670289755;45.7074552890965
663;Service de securité incendie Mirabel; ;Rue Saint-Vincent;Mirabel;J7N0M5;0;-74.0957569770824;45.6494481328121
664;Service de securité incendie Saint-Colomban; ;Montée de l'Église;Saint-Colomban;J5K1A1;0;-74.1357890306962;45.7389019520489
665;Service de securité incendie Saint-Colomban; ;Montée Filion;Saint-Colomban;J5K0M1;0;-74.0880133113519;45.7575977084159
666;Service de securité incendie Saint-Jérôme; ;Rue Filion;Saint-Jérôme;J7Z1H9;0;-73.9977527171562;45.7873386291205
667;Service de securité incendie Sainte-Sophie; ;Rue de l'Hôtel-de-Ville;Sainte-Sophie;J5J1A1;0;-73.8973166145368;45.8192820303998
668;Service de securité incendie Sainte-Sophie; ;Chemin de Val-des-Lacs;Sainte-Sophie;J5J2S8;0;-73.9795161465686;45.8254879239103
669;Service de securité incendie Prévost; ;Boulevard du Curé-Labelle;Prévost;J0R1T0;0;-74.0697814842794;45.8575158018601
670;Service de securité incendie Saint-Hippolyte; ;Chemin des Hauteurs;Saint-Hippolyte;J8A1T4;0;-74.005491825638;45.8882724112967
671;Service de securité incendie Saint-Hippolyte; ;Chemin des Hauteurs;Saint-Hippolyte;J8A2L5;0;-74.0184580773188;45.9239520899289
672;Service de securité incendie Saint-André-d'Argenteuil; ;Rue de la Mairie;Saint-André-d'Argenteuil;J0V1X0;0;-74.3322356726394;45.5597072128454
673;Service de securité incendie Lachute; ;Avenue Barron;Lachute;J8H4N2;0;-74.3379475469568;45.6556063023174
674;Service de securité incendie Gore; ;Chemin Cambria;Gore;J0V1K0;0;-74.2553765423666;45.7517284909188
675;Service de securité incendie Mille-Isles; ;Chemin Black;Mille-Isles;J0R1A0;0;-74.2197859496858;45.8168120131991
676;Service de securité incendie Wentworth; ;Chemin Louisa;Wentworth;J8H0C7;0;-74.3732624235215;45.76476373953
677;Service de securité incendie Brownsburg-Chatham; ;Rue Aubin;Brownsburg-Chatham;J8G2G3;0;-74.4290432512244;45.6255119205076
678;Service de securité incendie Brownsburg-Chatham; ;Rue de l'Hôtel-de-Ville;Brownsburg-Chatham;J8G3B3;0;-74.4084831321338;45.6764754975459
679;Service de securité incendie Brownsburg-Chatham; ;Rue Gagné;Brownsburg-Chatham;J8G2N5;0;-74.4844890093392;45.7412050516633
680;Service de securité incendie Grenville-sur-la-Rouge; ;Route 148;Grenville-sur-la-Rouge;J0V1B0;0;-74.6121100564511;45.6470333940259
681;Service de securité incendie Grenville-sur-la-Rouge; ;Route 148;Grenville-sur-la-Rouge;J0V1B0;0;-74.7484000558823;45.6450776382072
682;Service de securité incendie Grenville; ;Rue Tri-Jean;Grenville;J0V1J0;0;-74.600547336939;45.6301141075108
683;Service de securité incendie Harrington; ;Chemin de Harrington;Harrington;J8G2S5;0;-74.6591719331309;45.7907439509464
684;Service de securité incendie Harrington; ;Route 327;Harrington;J8G2T1;0;-74.5483140893664;45.8287487857506
685;Service de securité incendie Sainte-Marguerite-Estérel; ;Chemin Masson;Sainte-Marguerite-du-Lac-Masson;J0T1L0;0;-74.0536613700552;46.0295595407814
686;Service de securité incendie Sainte-Adèle; ;Rue des Cantonniers;Sainte-Adèle;J8B1V8;0;-74.1379509844355;45.9568755845892
687;Service de securité incendie Sainte-Anne-des-Lacs; ;Chemin de Sainte-Anne-des-Lacs;Sainte-Anne-des-Lacs;J0R1B0;0;-74.1280885947113;45.8604370540373
688;Service de securité incendie Saint-Sauveur; ;Chemin Jean-Adam;Saint-Sauveur;J0R1R2;0;-74.1799289211988;45.8858004208474
689;Service de securité incendie Morin-Heights; ;Chemin du Village;Morin-Heights;J0R1H0;0;-74.2338758277385;45.9067357462793
690;Service de securité incendie Wentworth-Nord; ;Chemin des Montfortains;Wentworth-Nord;J0T1Y0;0;-74.3444051606857;45.8825369393153
691;Service de securité incendie Wentworth-Nord; ;Route Principale;Wentworth-Nord;J0T1Y0;0;-74.4578895485439;45.8474740756978
692;Service de securité incendie Wentworth-Nord; ;Route Principale;Wentworth-Nord;J0T1Y0;0;-74.4827515168491;45.7741858459679
693;Service de securité incendie Saint-Adolphe-d'Howard; ;Chemin du Village;Saint-Adolphe-d'Howard;J0T2B0;0;-74.3295129223125;45.9653004469788
694;Service de securité incendie Saint-Adolphe-d'Howard; ;Chemin Gémont;Saint-Adolphe-d'Howard;J0T2B0;0;-74.3902860048399;45.9226318512134
695;Régie intermunicipale incendie Nord-Ouest Laurentides; ;Chemin des Fondateurs;La Minerve;J0T1S0;0;-74.9361359268834;46.2530161557364
696;Régie intermunicipale incendie Nord-Ouest Laurentides; ;Rue des Lilas;La Conception;J0T1M0;0;-74.6926387063127;46.1526566281361
697;Régie intermunicipale incendie Nord-Ouest Laurentides; ;Chemin Gaudias-Côté Est;Amherst;J0T2T0;0;-74.8301106473353;46.0846553594516
698;Régie intermunicipale incendie Nord-Ouest Laurentides; ;Rue Maurice;Amherst;J0T2L0;0;-74.7666039572128;46.0082810183463
699;Régie intermunicipale incendie Nord-Ouest Laurentides; ;Place de la Mairie;Saint-Faustin - Lac-Carré;J0T1J2;0;-74.480117124747;46.1138944476057
700;Régie intermunicipale incendie Nord-Ouest Laurentides; ;Route du Lac-Rond Nord;Montcalm;J0T2V0;0;-74.5463347412293;45.9420231561152
701;Régie intermunicipale incendie Nord-Ouest Laurentides; ;Rue Principale;Huberdeau;J0T1G0;0;-74.6332100698816;45.9757448922143
702;Régie intermunicipale incendie Nord-Ouest Laurentides; ;Chemin du Lac-Supérieur;Lac-Supérieur;J0T1J0;0;-74.4750149963519;46.1819307473745
703;Service de securité incendie Val-des-Lacs; ;Chemin Charron;Val-des-Lacs;J0T2P0;0;-74.3442823800161;46.1821812014363
704;Service de securité incendie Mont-Tremblant; ;Chemin du Village;Mont-Tremblant;J8E1G7;0;-74.6136039347057;46.1804960995237
705;Service de securité incendie Mont-Tremblant; ;Chemin de Brébeuf;Mont-Tremblant;J8E3A9;0;-74.6067522552428;46.1129378711876
706;Service de securité incendie Labelle; ;Boulevard du Curé-Labelle;Labelle;J0T1H0;0;-74.7483057112336;46.2820556047466
707;Service de securité incendie Notre-Dame-du-Laus; ;Rue Notre-Dame;Notre-Dame-du-Laus;J0X2M0;0;-75.6219237085084;46.0889479265262
708;Service de securité incendie Notre-Dame-de-Pontmain; ;Chemin du Centenaire;Notre-Dame-de-Pontmain;J0W1S0;0;-75.6399207860788;46.2839041271729
709;Service de securité incendie Nominingue;670;Chemin Sainte-Anne;Nominingue;J0W1R0;0;-75.0559874329889;46.4111455999464
710;Service de securité incendie Nominingue; ;Chemin du Tour-du-Lac;Nominingue;J0W1R0;0;-75.0274036954759;46.3909865674364
711;Service de sécurité incendie Rivière-Rouge; ;Chemin du Rapide;Rivière-Rouge;J0T1T0;0;-74.864689182554;46.4004939974779
712;Service de sécurité incendie Rivière-Rouge; ;Chemin de l'Aéroport;La Macaza;J0T1R0;0;-74.7857637023752;46.3977000287569
713;Service de sécurité incendie Rivière-Rouge; ;Rue Lavoie;Rivière-Rouge;J0T1T0;0;-74.9943370080249;46.5172679109842
714;Service de securité incendie L'Ascension; ;Rue Principale Est;L'Ascension;J0T1W0;0;-74.8205406327734;46.546908069292
715;Service de securité incendie Mont-Laurier; ;Rue Bellerive;Mont-Laurier;J9L1X5;0;-75.496467638877;46.5539409597138
716;Service de securité incendie Mont-Laurier; ;Boulevard Des Ruisseaux;Mont-Laurier;J9L0H6;0;-75.5760320544158;46.5593024443278
717;Service de securité incendie Mont-Laurier; ;Route 309;Saint-Aimé-du-Lac-des-Îles;J0W1J0;0;-75.5114620885635;46.4054062451019
718;Service de securité incendie Ferme-Neuve; ;6e Avenue;Ferme-Neuve;J0W1C0;0;-75.4561869918155;46.7011227901796
719;Service de securité incendie Mont-Saint-Michel; ;Rue du Pont;Mont-Saint-Michel;J0W1P0;0;-75.337927149373;46.7785056185764
720;Service de securité incendie Sainte-Anne-du-Lac; ;Rue Saint-François-Xavier;Sainte-Anne-du-Lac;J0W1V0;0;-75.3250275490055;46.8769177180722
721;Service de sécurité incendie Fassett; ;Rue Thomas;Fassett;J0V1H0;0;-74.8676579508292;45.6445186577332
722;Service de sécurité incendie Montebello; ;Rue Notre-Dame;Montebello;J0V1L0;0;-74.939384846935;45.6499996599373
723;Service de sécurité incendie Notre-Dame-de-la-Paix; ;Rue Saint-Pierre;Notre-Dame-de-la-Paix;J0V1P0;0;-74.9655388571083;45.8074374904666
